"TAG","DEL","HERBARIUM","CATEGORY","SPECID","BRAHMS","ACCESSION","BARCODE","OLDBARCODE","PHENOLOGY","COLLECTOR","PREFIX","NUMBER","SUFFIX","ADDCOLL","ADDCOLLALL","TYPE","TYPE_OF","TYPEURL","DAY","MONTH","YEAR","DATERES","FAMCLASS","ORDER","FAMILY","CF","TAXSTAT","SPECIES","DETSTATUS","DETBY","DAYIDENT","MONTHIDENT","YEARIDENT","DETDATE","DETHISTORY","DETNOTES","CURATENOTE","ORIGINSTAT","ORIGINID","CONTINENT","REGION","COUNTRY","MAJORAREA","MINORAREA","LOCPREFIX","GAZETTEER","LOCNOTES","HABITATTXT","NOTE","CULTNOTES","LATITUDE","NS","LONGITUDE","EW","LLUNIT","LLRES","LLORIG","LATLONG","LATDEC","LONGDEC","DEGSQ","MINELEV","MAXELEV","ALTRES","ALTTEXT","ALTRANGE","GEODATA","PLANTDESC","NOTES","VERNACULAR","LANGUAGE","GENUS","SP1","AUTHOR1","RANK1","SP2","AUTHOR2","RANK2","SP3","AUTHOR3","UNIQUE","HSACCODE","GAZCODE","HBCODE","HSTYPE","SPTYPE","SPNUMBER","SPCODETYPE","CSCODE","ALTCS","ADDCSCODE","DETBYCODE","CONUMBER","CCID","ENTRYDATE","WHO","NOTONLINE","DATELASTM","IMAGELIST"
"*","","L","Herbarium sheet","6001796.000000","4504416.000000","","L.3974006","","","Matthew, CG","","665","","","","","","","      0.000000","      0.000000","      0.000000","","Pteropsida","Polypodiales","Aspleniaceae","","","Asplenium erectum Bory ex Willd. var. sumatrana Ros.","","Rosenstock, E","      0.000000","      0.000000","   1915.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Sumatra","Sumatera Barat","","Indrapura","Indrapoera.","","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","  -9999.000000","      0.000000","","","","","","","","","Asplenium","erectum","Bory ex Willd.","var.","sumatrana","Ros.","","","","      0.000000","      0.000000","  33666.000000","   8339.000000","      0.000000","      0.000000"," 743469.000000","      0.000000","      0.000000","      0.000000","      0.000000","5453726.000000","      0.000000","      1.000000","04/09/2017","Bijmo","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3974006/format/large"
"*","","L","Herbarium sheet","6001797.000000","4504417.000000","","L.3974005","","","Dransfield, J","","3372","","","","","","","     27.000000","      2.000000","   1973.000000","","Pteropsida","Polypodiales","Aspleniaceae","","acc","Asplenium formosum Willd.","","Joncheere, GJ de","      5.000000","      2.000000","   1977.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Sumatra","Sumatera Utara","","Langkat","bt. Kawang, Bohorok, Langkat.","","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","    600.000000","      0.000000","","","","","","","","","Asplenium","formosum","Willd.","","","","","","","      0.000000","      0.000000","  27686.000000","   8339.000000","      0.000000","      0.000000","  16435.000000","      0.000000","      0.000000","      0.000000","      0.000000","5453727.000000","      0.000000","      1.000000","04/09/2017","Bijmo","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3974005/format/large"
"*","","L","Herbarium sheet","6001798.000000","4504418.000000","","L.3974004","","","Wilde, WJJO de; Wilde-Duyfjes, BEE de","","16943","","Wilde-Duyfjes, BEE de","","","","","     16.000000","      5.000000","   1975.000000","","Pteropsida","Polypodiales","Aspleniaceae","","","Asplenium excisum C.Presl","","","      0.000000","      0.000000","      0.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Sumatra","Aceh","","Mamas","Gunung Mamas, c. 18-14 km SW from the mouth of Lau Ketambe.","","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","   1700.000000","      0.000000","","","","","","","","","Asplenium","excisum","C.Presl","","","","","","","      0.000000","      0.000000","  22188.000000","   8339.000000","      0.000000","      0.000000","  94899.000000","      0.000000","      0.000000","      0.000000","      0.000000","5453728.000000","      0.000000","      1.000000","04/09/2017","Bijmo","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3974004/format/large"
"*","","L","Herbarium sheet","6001799.000000","4504419.000000","","L.3974003","","","Posthumus, O","","615","","","","","","","     26.000000","      7.000000","   1925.000000","","Pteropsida","Polypodiales","Aspleniaceae","","","Asplenium cymbifolium Christ","","","      0.000000","      0.000000","      0.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Sumatra","","","Djambi","Djambi.","","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","    180.000000","      0.000000","","","","","","","","","Asplenium","cymbifolium","Christ","","","","","","","      0.000000","      0.000000","  18547.000000","   8339.000000","      0.000000","      0.000000"," 219747.000000","      0.000000","      0.000000","      0.000000","      0.000000","5453729.000000","      0.000000","      1.000000","04/09/2017","Bijmo","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3974003/format/large"
"*","","L","Herbarium sheet","6001800.000000","4504420.000000","","L.3974002","","","Endert, FH","","4107","","","","","","","     14.000000","     10.000000","   1925.000000","","Pteropsida","Polypodiales","Aspleniaceae","","","Asplenium cymbifolium Christ","","","      0.000000","      0.000000","      0.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Borneo","Kalimantan Timur","","Koetai","W. Koetai.","","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","   1500.000000","      0.000000","","","","","","","","","Asplenium","cymbifolium","Christ","","","","","","","      0.000000","      0.000000","   7377.000000","   8339.000000","      0.000000","      0.000000"," 219747.000000","      0.000000","      0.000000","      0.000000","      0.000000","5453730.000000","      0.000000","      1.000000","04/09/2017","Bijmo","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3974002/format/large"
"*","","L","Herbarium sheet","6001801.000000","4504421.000000","","L.3974001","","","Stone, BC","","13733","","","","","","","     18.000000","      4.000000","   1977.000000","","Pteropsida","Polypodiales","Aspleniaceae","","","Asplenium cymbifolium Christ","","Joncheere, GJ de","      2.000000","     11.000000","   1982.000000","","","","","","","Asia","Malesia","Malaysia/Sarawak","Borneo","4th Division","","Niah Caves","Guah Niah (Niah Caves area).","","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","    100.000000","      0.000000","","","","","","","","","Asplenium","cymbifolium","Christ","","","","","","","      0.000000","      0.000000","  35651.000000","   8339.000000","      0.000000","      0.000000"," 219747.000000","      0.000000","      0.000000","      0.000000","      0.000000","5453731.000000","      0.000000","      1.000000","04/09/2017","Bijmo","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3974001/format/large"
"*","","L","Herbarium sheet","6001802.000000","4504422.000000","","L.3973999","","","Kinbag, F","","37","","","","","","","     26.000000","      3.000000","   1978.000000","","Pteropsida","Polypodiales","Aspleniaceae","","","Asplenium nutans Rosenst.","","Joncheere, GJ de","     30.000000","     10.000000","   1979.000000","","","","","","","Australasia","Malesia","Papua New Guinea","New Guinea","Western Highlands","","Tomba","Panabupasu, 8 km south of Tomba.","","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","   2438.000000","      0.000000","","","","","","","","","Asplenium","nutans","Rosenst.","","","","","","","      0.000000","      0.000000","  21606.000000","   8339.000000","      0.000000","      0.000000"," 585048.000000","      0.000000","      0.000000","      0.000000","      0.000000","5453732.000000","      0.000000","      1.000000","04/09/2017","Bijmo","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3973999/format/large"
"*","","L","Extra sheet","6001803.000000","4504422.000000","","L.3974000","","","Kinbag, F","","37","","","","","","","     26.000000","      3.000000","   1978.000000","","Pteropsida","Polypodiales","Aspleniaceae","","","Asplenium nutans Rosenst.","","Joncheere, GJ de","     30.000000","     10.000000","   1979.000000","","","","","","","Australasia","Malesia","Papua New Guinea","New Guinea","Western Highlands","","Tomba","Panabupasu, 8 km south of Tomba.","","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","   2438.000000","      0.000000","","","","","","","","","Asplenium","nutans","Rosenst.","","","","","","","      0.000000","      0.000000","  21606.000000","   8339.000000","      0.000000","      0.000000"," 585048.000000","      0.000000","      0.000000","      0.000000","      0.000000","5453732.000000","      0.000000","      2.000000","04/09/2017","Bijmo","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3974000/format/large"
"*","","L","Herbarium sheet","6001804.000000","4504423.000000","","L.3973998","","","Clunie, NMU; et al.","LAE","63446","","et al.","","","","","     23.000000","      6.000000","   1977.000000","","Pteropsida","Polypodiales","Aspleniaceae","","","Asplenium nutans Rosenst.","","","      0.000000","      0.000000","      0.000000","","","","","","","Australasia","Malesia","Papua New Guinea","New Guinea","Western Highlands","","Hagen","Mt. Hagen Range.","","","","     -5.766667","S","    143.966667","E","DM","","","","      0.000000","      0.000000","","   2500.000000","      0.000000","","","","","","","","","Asplenium","nutans","Rosenst.","","","","","","","      0.000000","      0.000000","  21586.000000","   8339.000000","      0.000000","      0.000000"," 585048.000000","      0.000000","      0.000000","      0.000000","      0.000000","5453733.000000","      0.000000","      1.000000","04/09/2017","Bijmo","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3973998/format/large"
"*","","L","Herbarium sheet","6001805.000000","4504424.000000","","L.3973997","","","Clemens","","6190","","","","","","","      0.000000","      3.000000","   1937.000000","","Pteropsida","Polypodiales","Aspleniaceae","","","Asplenium nutans Rosenst.","","","      0.000000","      0.000000","      0.000000","","","","","","","Australasia","Malesia","Papua New Guinea","New Guinea","Morobe","","Morobe","Morobe-district.","","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","  -9999.000000","      0.000000","","","","","","","","","Asplenium","nutans","Rosenst.","","","","","","","      0.000000","      0.000000","  52821.000000","   8339.000000","      0.000000","      0.000000"," 585048.000000","      0.000000","      0.000000","      0.000000","      0.000000","5453734.000000","      0.000000","      1.000000","04/09/2017","Bijmo","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3973997/format/large"
"*","","L","Herbarium sheet","6001806.000000","4504425.000000","","L.3973996","","","Croft, JR","","1316","","","","","","","     10.000000","      7.000000","   1981.000000","","Pteropsida","Polypodiales","Aspleniaceae","","","Asplenium nutans Rosenst.","","","      0.000000","      0.000000","      0.000000","","","","","","","Australasia","Malesia","Papua New Guinea","New Guinea","Morobe","","Saruwaged","E slopes Mt Saruwaged, Mana grassland, 4 km E of Lake Gwam.","","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","   2800.000000","      0.000000","","","","","","","","","Asplenium","nutans","Rosenst.","","","","","","","      0.000000","      0.000000","  21457.000000","   8339.000000","      0.000000","      0.000000"," 585048.000000","      0.000000","      0.000000","      0.000000","      0.000000","5453735.000000","      0.000000","      1.000000","04/09/2017","Bijmo","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3973996/format/large"
"*","","L","Herbarium sheet","6001807.000000","4504426.000000","","L.3973995","","","Kairo, A","","697","","","","","","","      7.000000","     10.000000","   1978.000000","","Pteropsida","Polypodiales","Aspleniaceae","","","Asplenium nutans Rosenst.","","Hovenkamp, PH","     15.000000","     10.000000","   1984.000000","","","","","","","Australasia","Malesia","Papua New Guinea","New Guinea","Morobe","","Morobe","Morobe prov., Bulldog track, 13km SW of Wau.","","","","     -7.466667","S","    146.066667","E","DM","","","","      0.000000","      0.000000","","   2350.000000","      0.000000","","","","","","","","","Asplenium","nutans","Rosenst.","","","","","","","      0.000000","      0.000000","  52821.000000","   8339.000000","      0.000000","      0.000000"," 585048.000000","      0.000000","      0.000000","      0.000000","      0.000000","5453736.000000","      0.000000","      1.000000","04/09/2017","Bijmo","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3973995/format/large"
"*","","L","Carpologica","6001808.000000","3054185.000000","22129","L.4303572","","","Gardner, S","ST","2259","","","","","","","     28.000000","      1.000000","   2006.000000","","Magnoliopsidae","Magnoliales","Myristicaceae","","acc","Horsfieldia wallichii (Hook.f. & Thomson) Warb.","","Wilde, WJJO de","      0.000000","      8.000000","   2007.000000","","","","","","","Asia-Tropical","Indo-China","Thailand","","","","","Province: Songkhla, Distyrict: Nathawi, Khao Nam Khang national park, hill top 4 km south of park headquarters.","Sub-canopy of relatively undisturbed lowland evergreen forest dominated by emergent Dipterocarps.","","","      6.566667","N","    100.600000","E","DM","","","","      0.000000","      0.000000","","    350.000000","      0.000000","","","","","Evergreen tree. Hgt 20m DBH 27 cm. CROWN: monopodial with horizontal branching. BARK: dark brown, moderately cracked in vertical pattern: middle bark indistinct; inner bark orange-pink with sparse red/orange sap. LEAF; dark green above, yellow-green with golden veins below. FRUIT: pale green ripening yellowish.","Evergreen tree. Hgt 20m DBH 27 cm. CROWN: monopodial with horizontal branching. BARK: dark brown, moderately cracked in vertical pattern: middle bark indistinct; inner bark orange-pink with sparse red/orange sap. LEAF; dark green above, yellow-green with golden veins below. FRUIT: pale green ripening yellowish.; Sub-canopy of relatively undisturbed lowland evergreen forest dominated by emergent Dipterocarps.","","","Horsfieldia","wallichii","(Hook.f. & Thomson) Warb.","","","","","","","      0.000000","      0.000000","    133.000000","   8339.000000","      0.000000","      0.000000"," 234675.000000","      0.000000","      0.000000","      0.000000","      0.000000","3747928.000000","      0.000000","      6.000000","04/09/2017","Hoek","","12/10/2017",""
"*","","L","Herbarium sheet","6001809.000000","4234107.000000","","L.3974181","","","Lörzing, JA","","5931","","","","","","","     27.000000","      8.000000","   1918.000000","","Pteropsida","Polypodiales","Aspleniaceae","","","Asplenium affine Sw.","","","      0.000000","      0.000000","      0.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","","","","","Archipel ind. Sumatra. Karohovgolakte.","","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","  -9999.000000","      0.000000","","","","","","","","","Asplenium","affine","Sw.","","","","","","","      0.000000","      0.000000","    456.000000","   8339.000000","      0.000000","      0.000000"," 403605.000000","      0.000000","      0.000000","      0.000000","      0.000000","5070951.000000","      0.000000","      1.000000","05/09/2017","Wille","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3974181/format/large"
"*","","L","Herbarium sheet","6001810.000000","4234141.000000","","L.3974172","","","Lörzing, JA","","5574","","","","","","","     20.000000","      3.000000","   1918.000000","","Pteropsida","Polypodiales","Aspleniaceae","","","Asplenium epiphyticum Copel.","","","      0.000000","      0.000000","      0.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","","","","","Archipel Ind. Sumatra, W. a. Sibolangik.","","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","  -9999.000000","      0.000000","","","","","","","","","Asplenium","epiphyticum","Copel.","","","","","","","      0.000000","      0.000000","    456.000000","   8339.000000","      0.000000","      0.000000"," 646630.000000","      0.000000","      0.000000","      0.000000","      0.000000","5070986.000000","      0.000000","      1.000000","05/09/2017","Wille","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3974172/format/large"
"*","","L","Herbarium sheet","6001811.000000","4234204.000000","","L.3974165","","","Bünnemeijer, HAB","","7546","","","","","","","     18.000000","      8.000000","   1919.000000","","Pteropsida","Polypodiales","Aspleniaceae","","syn","Asplenium simplex Blume","","","      0.000000","      0.000000","      0.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","","","","","Archipel Ind. Linga Arch, S. Semarang.","","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","  -9999.000000","      0.000000","","","","","","","","","Asplenium","simplex","Blume","","","","","","","      0.000000","      0.000000","    456.000000","   8339.000000","      0.000000","      0.000000","  94700.000000","      0.000000","      0.000000","      0.000000","      0.000000","5071051.000000","      0.000000","      1.000000","05/09/2017","Wille","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3974165/format/large"
"*","","L","Carpologica","6001812.000000","3329719.000000","22130","L.4308001","","","Eryani, S; Julia, S; Nadiah, I; Tinjan, K","S","98467","","Julia, S; Nadiah, I; Tinjan, K","","","","","     21.000000","      5.000000","   2007.000000","","Magnoliopsidae","Magnoliales","Myristicaceae","","","Endocomia virella W.J.de Wilde","","Wilde, WJJO de","      0.000000","      2.000000","   2009.000000","","","","","","","Asia","Malesia","Malaysia/Sarawak","","","","","Miri, Niah NP. Main Trail near Pengkalan Lobang.","Alluvial forest/emperan.","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","  -9999.000000","      0.000000","","","","","Treelet 20 m tall, 30 cm diameter. Bark almost smooth. Fruit green, yellow when ripe. Avillate red and covered the whole seed.","Treelet 20 m tall, 30 cm diameter. Bark almost smooth. Fruit green, yellow when ripe. Avillate red and covered the whole seed.; Alluvial forest/emperan.","","","Endocomia","virella","W.J.de Wilde","","","","","","","      0.000000","      0.000000","  50293.000000","   8339.000000","      0.000000","      0.000000","  76698.000000","      0.000000","      0.000000","      0.000000","      0.000000","4052017.000000","      0.000000","      6.000000","05/09/2017","Hoek","","12/10/2017",""
"*","","L","Herbarium sheet","6001813.000000","4504427.000000","","L.3974108","","","Wilde, WJJO de; Wilde-Duyfjes, BEE de","","12525","","Wilde-Duyfjes, BEE de","","","","","      1.000000","      6.000000","   1972.000000","","Pteropsida","Polypodiales","Aspleniaceae","","","Asplenium squamulatum Blume","","","      0.000000","      0.000000","      0.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Sumatra","Aceh","","Ketambe","Ketambe, valley of Lau Alas.","","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","    200.000000","    400.000000","","","","","","","","","Asplenium","squamulatum","Blume","","","","","","","      0.000000","      0.000000","  22186.000000","   8339.000000","      0.000000","      0.000000","  94240.000000","      0.000000","      0.000000","      0.000000","      0.000000","5453737.000000","      0.000000","      1.000000","05/09/2017","Bijmo","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3974108/format/large"
"*","","L","Herbarium sheet","6001814.000000","4504428.000000","","L.3974107","","","Wilde, WJJO de; Wilde-Duyfjes, BEE de","","12125","","Wilde-Duyfjes, BEE de","","","","","     18.000000","      5.000000","   1972.000000","","Pteropsida","Polypodiales","Aspleniaceae","","","Asplenium squamulatum Blume","","","      0.000000","      0.000000","      0.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Sumatra","Aceh","","Ketambe","Ketambe, valley of Lau Alas.","","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","    200.000000","    400.000000","","","","","","","","","Asplenium","squamulatum","Blume","","","","","","","      0.000000","      0.000000","  22186.000000","   8339.000000","      0.000000","      0.000000","  94240.000000","      0.000000","      0.000000","      0.000000","      0.000000","5453738.000000","      0.000000","      1.000000","05/09/2017","Bijmo","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3974107/format/large"
"*","","L","Herbarium sheet","6001815.000000","4504429.000000","","L.3974106","","","Wilde, WJJO de; Wilde-Duyfjes, BEE de","","15547","","Wilde-Duyfjes, BEE de","","","","","     20.000000","      3.000000","   1975.000000","","Pteropsida","Polypodiales","Aspleniaceae","","","Asplenium squamulatum Blume","","","      0.000000","      0.000000","      0.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Sumatra","Aceh","","Ketambe","Ketambe, valley of Lau Alas.","","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","    200.000000","    400.000000","","","","","","","","","Asplenium","squamulatum","Blume","","","","","","","      0.000000","      0.000000","  22186.000000","   8339.000000","      0.000000","      0.000000","  94240.000000","      0.000000","      0.000000","      0.000000","      0.000000","5453739.000000","      0.000000","      1.000000","05/09/2017","Bijmo","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3974106/format/large"
"*","","L","Herbarium sheet","6001816.000000","4504430.000000","","L.3974104","","","Wilde, WJJO de; Wilde-Duyfjes, BEE de","","14585","B","Wilde-Duyfjes, BEE de","","","","","      6.000000","      2.000000","   1975.000000","","Pteropsida","Polypodiales","Aspleniaceae","","","Asplenium squamulatum Blume","","","      0.000000","      0.000000","      0.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Sumatra","Aceh","","Ketambe","Ketambe, valley of Lau Alas.","","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","    200.000000","    400.000000","","","","","","","","","Asplenium","squamulatum","Blume","","","","","","","      0.000000","      0.000000","  22186.000000","   8339.000000","      0.000000","      0.000000","  94240.000000","      0.000000","      0.000000","      0.000000","      0.000000","5453740.000000","      0.000000","      1.000000","05/09/2017","Bijmo","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3974104/format/large"
"*","","L","Extra sheet","6001817.000000","4504430.000000","","L.3974105","","","Wilde, WJJO de; Wilde-Duyfjes, BEE de","","14585","B","Wilde-Duyfjes, BEE de","","","","","      6.000000","      2.000000","   1975.000000","","Pteropsida","Polypodiales","Aspleniaceae","","","Asplenium squamulatum Blume","","","      0.000000","      0.000000","      0.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Sumatra","Aceh","","Ketambe","Ketambe, valley of Lau Alas.","","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","    200.000000","    400.000000","","","","","","","","","Asplenium","squamulatum","Blume","","","","","","","      0.000000","      0.000000","  22186.000000","   8339.000000","      0.000000","      0.000000","  94240.000000","      0.000000","      0.000000","      0.000000","      0.000000","5453740.000000","      0.000000","      2.000000","05/09/2017","Bijmo","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3974105/format/large"
"*","","L","Herbarium sheet","6001818.000000","4504431.000000","","L.3974103","","","Korthals, PW","","s.n.","","","","","","","      0.000000","      0.000000","      0.000000","","Pteropsida","Polypodiales","Aspleniaceae","","","Asplenium squamulatum Blume","","Rosenstock, E","      0.000000","      0.000000","   1915.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Sumatra","","","","Sumatra.","","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","  -9999.000000","      0.000000","","","","","","","","","Asplenium","squamulatum","Blume","","","","","","","      0.000000","      0.000000","   1405.000000","   8339.000000","      0.000000","      0.000000","  94240.000000","      0.000000","      0.000000","      0.000000","      0.000000","5453741.000000","      0.000000","      1.000000","05/09/2017","Bijmo","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3974103/format/large"
"*","","L","Herbarium sheet","6001819.000000","4504432.000000","","L.3974102","","","Korthals, PW","","s.n.","","","","","","","      0.000000","      0.000000","      0.000000","","Pteropsida","Polypodiales","Aspleniaceae","","","Asplenium squamulatum Blume","","Rosenstock, E","      0.000000","      0.000000","   1915.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Sumatra","","","","Sumatra.","","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","  -9999.000000","      0.000000","","","","","","","","","Asplenium","squamulatum","Blume","","","","","","","      0.000000","      0.000000","   1405.000000","   8339.000000","      0.000000","      0.000000","  94240.000000","      0.000000","      0.000000","      0.000000","      0.000000","5453742.000000","      0.000000","      1.000000","05/09/2017","Bijmo","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3974102/format/large"
"*","","L","Herbarium sheet","6001820.000000","4504433.000000","","L.3974101","","","Lörzing, JA","","12768","","","","","","","     10.000000","     12.000000","   1927.000000","","Pteropsida","Polypodiales","Aspleniaceae","","acc","Asplenium unilaterale Lam.","","","      0.000000","      0.000000","      0.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Sumatra","Sumatera Utara","","Sibolangit Nature Reserve","Sibolangit Reservation.","","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","    350.000000","    500.000000","","","","","","","","","Asplenium","unilaterale","Lam.","","","","","","","      0.000000","      0.000000","  52973.000000","   8339.000000","      0.000000","      0.000000","  15308.000000","      0.000000","      0.000000","      0.000000","      0.000000","5453743.000000","      0.000000","      1.000000","05/09/2017","Bijmo","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3974101/format/large"
"*","","L","Herbarium sheet","6001821.000000","4504434.000000","","L.3974100","","","Lörzing, JA","","16103","","","","","","","     13.000000","      4.000000","   1930.000000","","Pteropsida","Polypodiales","Aspleniaceae","","acc","Asplenium unilaterale Lam.","","Holttum, RE","      0.000000","     12.000000","   1957.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Sumatra","Sumatera Utara","","Serdang","Serdang, Guning Rinte Estate near Lau-rakit.","","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","    300.000000","      0.000000","","","","","","","","","Asplenium","unilaterale","Lam.","","","","","","","      0.000000","      0.000000","  33972.000000","   8339.000000","      0.000000","      0.000000","  15308.000000","      0.000000","      0.000000","      0.000000","      0.000000","5453744.000000","      0.000000","      1.000000","05/09/2017","Bijmo","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3974100/format/large"
"*","","L","Herbarium sheet","6001822.000000","4504435.000000","","L.3974099","","","Surbeck, H","","822","","","","","","","     13.000000","      9.000000","   1941.000000","","Pteropsida","Polypodiales","Aspleniaceae","","acc","Asplenium unilaterale Lam.","","Holttum, RE","      0.000000","      8.000000","   1958.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Sumatra","Sumatera Utara","","Lae Ronoeon","Lae Ronoeo.","","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","   1700.000000","      0.000000","","","","","","","","","Asplenium","unilaterale","Lam.","","","","","","","      0.000000","      0.000000","  98322.000000","   8339.000000","      0.000000","      0.000000","  15308.000000","      0.000000","      0.000000","      0.000000","      0.000000","5453745.000000","      0.000000","      1.000000","05/09/2017","Bijmo","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3974099/format/large"
"*","","L","Herbarium sheet","6001823.000000","4504436.000000","","L.3974098","","","Wilde, WJJO de; Wilde-Duyfjes, BEE de","","20313","","Wilde-Duyfjes, BEE de","","","","","     25.000000","      7.000000","   1985.000000","","Pteropsida","Polypodiales","Aspleniaceae","","acc","Asplenium unilaterale Lam.","","Joncheere, GJ de","      1.000000","     10.000000","   1986.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Sumatra","Aceh","","Alas River","Middle Alas River (Lae Sauraya) area, c. 15 km. N. of Gelombang.","","","","      2.916667","N","     97.950000","E","DM","","","","      0.000000","      0.000000","","     80.000000","      0.000000","","","","","","","","","Asplenium","unilaterale","Lam.","","","","","","","      0.000000","      0.000000","  50278.000000","   8339.000000","      0.000000","      0.000000","  15308.000000","      0.000000","      0.000000","      0.000000","      0.000000","5453746.000000","      0.000000","      1.000000","05/09/2017","Bijmo","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3974098/format/large"
"*","","L","Herbarium sheet","6001824.000000","4504437.000000","","L.3974097","","","Schiffner, VF","P","109","","","","","","","     26.000000","      7.000000","   1894.000000","","Pteropsida","Polypodiales","Aspleniaceae","","acc","Asplenium unilaterale Lam.","","","      0.000000","      0.000000","      0.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Sumatra","Sumatera Utara","","Singalang","In monte Singalang.","","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","   1300.000000","      0.000000","","","","","","","","","Asplenium","unilaterale","Lam.","","","","","","","      0.000000","      0.000000","  46732.000000","   8339.000000","      0.000000","      0.000000","  15308.000000","      0.000000","      0.000000","      0.000000","      0.000000","5453747.000000","      0.000000","      1.000000","05/09/2017","Bijmo","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3974097/format/large"
"*","","L","Herbarium sheet","6001825.000000","4504438.000000","","L.3974096","","","Lörzing, JA","","6340","","","","","","","     17.000000","      3.000000","   1919.000000","","Pteropsida","Polypodiales","Aspleniaceae","","acc","Asplenium unilaterale Lam.","","","      0.000000","      0.000000","      0.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Sumatra","Sumatera Utara","","Sibolangit","Sibolangit.","","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","    900.000000","      0.000000","","","","","","","","","Asplenium","unilaterale","Lam.","","","","","","","      0.000000","      0.000000","   4287.000000","   8339.000000","      0.000000","      0.000000","  15308.000000","      0.000000","      0.000000","      0.000000","      0.000000","5453748.000000","      0.000000","      1.000000","05/09/2017","Bijmo","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3974096/format/large"
